zipcode,city,state, outbound , inbound , netgain ,pct_inbound
65610,BILLINGS,MO," 1,755 "," 1,957 ", 202 ,52.7%
65611,BLUE EYE,MO," 1,054 "," 1,079 ", 25 ,50.6%
65612,BOIS D ARC,MO, 134 , 262 , 128 ,66.2%
65613,BOLIVAR,MO," 10,418 "," 8,904 "," (1,514)",46.1%
65614,BRADLEYVILLE,MO, -   , 28 , 28 ,100.0%
65615,BRANSON,MO, 969 ," 1,041 ", 72 ,51.8%
65616,BRANON,MO, 296 , 299 , 3 ,50.3%
65616,BRANSON,MO," 16,103 "," 15,330 ", (773),48.8%
65617,BRIGHTON,MO, 650 , 402 , (248),38.2%
65619,BATTLEFIELD,MO," 2,350 "," 2,518 ", 168 ,51.7%
65619,BROOKLINE,MO," 1,170 "," 1,268 ", 98 ,52.0%
65619,BROOKLINE STA,MO, 51 , 69 , 18 ,57.5%
65622,BUFFALO,MO," 4,048 "," 4,073 ", 25 ,50.2%
65624,CAPE FAIR,MO, 514 , 782 , 268 ,60.3%
65625,CASSVILLE,MO," 3,291 "," 3,534 ", 243 ,51.8%
65626,CAULFIELD,MO, 354 , 390 , 36 ,52.4%
65627,CEDARCREEK,MO, -   , 35 , 35 ,100.0%
65629,CHADWICK,MO, 11 , 23 , 12 ,67.6%
65630,CHESTNUTRIDGE,MO, -   , 12 , 12 ,100.0%
65630,SADDLEBROOKE,MO, -   , 11 , 11 ,100.0%
65631,CLEVER,MO," 2,060 "," 2,219 ", 159 ,51.9%
65632,CONWAY,MO, 990 ," 1,040 ", 50 ,51.2%
65633,CRANE,MO," 1,481 "," 1,461 ", (20),49.7%
65634,CROSS TIMBERS,MO, 24 , 46 , 22 ,65.7%
65635,DADEVILLE,MO, 32 , 33 , 1 ,50.8%
65637,DORA,MO, 50 , 99 , 49 ,66.4%
65638,DRURY,MO, -   , 11 , 11 ,100.0%
65640,DUNNEGAN,MO, 24 , 26 , 2 ,52.0%
65641,EAGLE ROCK,MO, 333 , 482 , 149 ,59.1%
65644,ELKLAND,MO, 765 , 888 , 123 ,53.7%
65646,EVERTON,MO, 403 , 463 , 60 ,53.5%
65647,EXETER,MO, 737 , 727 , (10),49.7%
65648,FAIR GROVE,MO," 1,950 "," 1,998 ", 48 ,50.6%
65649,FAIR PLAY,MO, 562 , 604 , 42 ,51.8%
65650,FLEMINGTON,MO, 486 , 454 , (32),48.3%
65652,FORDLAND,MO," 1,335 "," 1,397 ", 62 ,51.1%
65653,FORSYTH,MO," 2,530 "," 2,896 ", 366 ,53.4%
65655,GAINESVILLE,MO," 1,216 "," 1,264 ", 48 ,51.0%
65656,GALENA,MO," 1,841 "," 1,881 ", 40 ,50.5%
65658,GOLDEN,MO, 353 , 392 , 39 ,52.6%
65661,GREENFIELD,MO," 1,016 "," 1,063 ", 47 ,51.1%
65662,GROVESPRING,MO, 137 , 243 , 106 ,63.9%
65663,GOODSON,MO, 59 , 94 , 35 ,61.4%
65663,HALF WAY,MO, 398 , 457 , 59 ,53.5%
65666,HARDENVILLE,MO, 11 , -   , (11),0.0%
65667,HARTVILLE,MO," 1,336 "," 1,314 ", (22),49.6%
65668,HERMITAGE,MO, 668 , 738 , 70 ,52.5%
65669,HIGHLANDVILLE,MO, 645 , 832 , 187 ,56.3%
65672,HOLLISTER,MO," 5,762 "," 4,325 "," (1,437)",42.9%
65673,HOLLISTER,MO," 1,683 ", 700 , (983),29.4%
65674,HUMANSVILLE,MO," 1,273 "," 1,135 ", (138),47.1%
65679,KIRBYVILLE,MO," 1,042 "," 1,112 ", 70 ,51.6%
65680,KISSEE MILLS,MO, 297 , 457 , 160 ,60.6%
65681,LAMPE,MO, 868 ," 1,120 ", 252 ,56.3%
65682,LOCKWOOD,MO, 557 , 595 , 38 ,51.6%
65685,LOUISBURG,MO, 45 , 55 , 10 ,55.0%
65686,KIMBERLING CITY,MO," 2,582 "," 2,555 ", (27),49.7%
65686,KIMBERLING CY,MO, 48 , 45 , (3),48.4%
65689,CABOOL,MO," 2,080 "," 2,111 ", 31 ,50.4%
65692,KOSHKONONG,MO, 179 , 145 , (34),44.8%
65704,MANSFIELD,MO," 1,509 "," 1,524 ", 15 ,50.2%
65705,MARIONVILLE,MO," 1,581 "," 1,699 ", 118 ,51.8%
65706,MARSHFIELD,MO," 6,357 "," 6,496 ", 139 ,50.5%
65707,MILLER,MI, 29 , 25 , (4),46.3%
65707,MILLER,MO, 854 , 716 , (138),45.6%
65708,MONETT,MO," 5,514 "," 4,958 ", (556),47.3%
65710,MORRISVILLE,MO, 241 , 227 , (14),48.5%
65711,MOUNTAIN GROVE,MO," 5,003 "," 5,018 ", 15 ,50.1%
65712,MOUNT VERNON,MO," 3,602 "," 3,605 ", 3 ,50.0%
65713,NIANGUA,MO, 713 , 820 , 107 ,53.5%
65714,NIXA,MO," 14,705 "," 14,969 ", 264 ,50.4%
65717,NORWOOD,MO, 835 , 851 , 16 ,50.5%
65720,OLDFIELD,MO, 13 , 22 , 9 ,62.9%
65721,OZARK,MO," 15,255 "," 14,554 ", (701),48.8%
65722,PHILLIPSBURG,MO, 400 , 520 , 120 ,56.5%
65723,PIERCE CITY,MO," 1,414 "," 1,336 ", (78),48.6%
65724,PITTSBURG,MO, 595 , 746 , 151 ,55.6%
65725,PLEASANT HOPE,MO, 777 , 865 , 88 ,52.7%
65726,POINT LOOKOUT,MO," 2,217 ", 159 ," (2,058)",6.7%
65732,PRESTON,MO, 11 , 52 , 41 ,82.5%
65733,PROTEM,MO, 12 , 58 , 46 ,82.9%
65734,PURDY,MO," 1,009 "," 1,002 ", (7),49.8%
65734,SPOKANE,MO, 19 , 21 , 2 ,52.5%
65737,BRANSON WEST,MO, 745 , 881 , 136 ,54.2%
65737,REEDS SPRING,MO," 3,236 "," 3,474 ", 238 ,51.8%
65738,REPUBLIC,MO," 8,474 "," 9,437 ", 963 ,52.7%
65738,SPRFD,MO, 170 , 176 , 6 ,50.9%
65739,RIDGEDALE,MO, 318 , 366 , 48 ,53.5%
65740,MERRIAM WOODS VILLAGE,MO, 496 , 413 , (83),45.4%
65740,ROCKAWAY BCH,MO, 204 , 79 , (125),27.9%
65740,ROCKAWAY BEACH,MO," 1,833 "," 1,469 ", (364),44.5%
65742,ROGERSVILLE,MO," 5,217 "," 5,322 ", 105 ,50.5%
65745,SELIGMAN,MO, 817 , 995 , 178 ,54.9%
65746,SEYMOUR,MO," 2,362 "," 2,411 ", 49 ,50.5%
65747,SHELL KNOB,MO," 1,575 "," 1,750 ", 175 ,52.6%
65752,SOUTH GREENFIELD,MO, -   , 23 , 23 ,100.0%
65753,SPARTA,MO," 1,806 "," 1,902 ", 96 ,51.3%
65754,SPOKANE,MO, 41 , 101 , 60 ,71.1%
65756,STOTTS CITY,MO, 36 , 28 , (8),43.8%
65757,STRAFFORD,MO," 2,819 "," 3,073 ", 254 ,52.2%
65759,TANEYVILLE,MO, 188 , 223 , 35 ,54.3%
65760,TECUMSEH,MO, -   , 16 , 16 ,100.0%
65761,THEODOSIA,MO, 262 , 527 , 265 ,66.8%
65764,TUNAS,MO, 88 , 133 , 45 ,60.2%
65767,URBANA,MO, 759 , 814 , 55 ,51.7%
65768,VANZANT,MO, -   , 11 , 11 ,100.0%
65769,VERONA,MO, 799 , 738 , (61),48.0%
65770,WALNUT GROVE,MO, 821 , 973 , 152 ,54.2%
65771,WALNUT SHADE,MO, 214 , 220 , 6 ,50.7%
65772,WASHBURN,MO, 578 , 645 , 67 ,52.7%
65773,WASOLA,MO, 12 , 11 , (1),47.8%
65774,WEAUBLEAU,MO, 170 , 184 , 14 ,52.0%
65775,WEST PLAINS,MO," 13,307 "," 12,260 "," (1,047)",48.0%
65779,WHEATLAND,MO, 931 , 991 , 60 ,51.6%
65781,WILLARD,MO," 3,529 "," 3,575 ", 46 ,50.3%
65785,STOCKTON,MO," 2,262 "," 2,447 ", 185 ,52.0%
65786,MACKS CREEK,MO, 730 , 799 , 69 ,52.3%
65787,ROACH,MO, 785 , 626 , (159),44.4%
65788,PEACE VALLEY,MO, 12 , 11 , (1),47.8%
65789,POMONA,MO, 628 , 555 , (73),46.9%
65790,POTTERSVILLE,MO, 11 , 24 , 13 ,68.6%
65791,THAYER,MO," 2,145 "," 2,157 ", 12 ,50.1%
65793,WILLOW SPGS,MO, 48 , 59 , 11 ,55.1%
65793,WILLOW SPRINGS,MO," 2,735 "," 2,565 ", (170),48.4%
65801,SPRINGFIELD,MO," 2,675 "," 2,690 ", 15 ,50.1%
65802,SPRINGFIELD,MO," 28,735 "," 23,597 "," (5,138)",45.1%
65803,SPRINGFIELD,MO," 24,533 "," 21,559 "," (2,974)",46.8%
65804,SPRINGFIELD,MO," 25,668 "," 20,559 "," (5,109)",44.5%
65806,SPRINGFIELD,MO," 9,417 "," 7,186 "," (2,231)",43.3%
65807,SPRINGFIELD,MO," 44,239 "," 30,321 "," (13,918)",40.7%
65808,SPRINGFIELD,MO, 930 , 688 , (242),42.5%
65809,SPRINGFIELD,MO," 3,476 "," 3,998 ", 522 ,53.5%
65810,SPRINGFIELD,MO," 9,845 "," 9,663 ", (182),49.5%
65814,SPRINGFIELD,MO, 771 , 527 , (244),40.6%
66002,ATCHISON,KS," 6,248 "," 5,124 "," (1,124)",45.1%
66006,BALDWIN CITY,KS," 2,551 "," 2,603 ", 52 ,50.5%
66007,BASEHOR,KS," 2,849 "," 3,621 ", 772 ,56.0%
66010,BLUE MOUND,KS, -   , 12 , 12 ,100.0%
66012,BONNER SPGS,KS, 259 , 295 , 36 ,53.2%
66012,BONNER SPRINGS,KS," 3,233 "," 3,199 ", (34),49.7%
66013,BUCYRUS,KS, 416 , 818 , 402 ,66.3%
66013,OVERLAND PARK,KS, 13 , 70 , 57 ,84.3%
66014,CENTERVILLE,KS, -   , 13 , 13 ,100.0%
66015,COLONY,KS, 35 , 49 , 14 ,58.3%
66018,DE SOTO,KS," 2,100 "," 2,384 ", 284 ,53.2%
66020,EASTON,KS, 57 , 134 , 77 ,70.2%
66021,EDGERTON,KS, 829 , 746 , (83),47.4%
66023,EFFINGHAM,KS, 103 , 101 , (2),49.5%
66024,ELWOOD,KS, 76 , 13 , (63),14.6%
66025,EUDORA,KS," 2,940 "," 2,741 ", (199),48.2%
66026,FONTANA,KS, 38 , -   , (38),0.0%
66027,FORT LEAVENWORTH,KS," 4,803 "," 4,101 ", (702),46.1%
66027,FT LEAVNWRTH,KS, 65 , 45 , (20),40.9%
66030,GARDNER,KS," 10,860 "," 10,350 ", (510),48.8%
66032,GARNETT,KS," 2,022 "," 1,900 ", (122),48.4%
66033,GREELEY,KS, 25 , 23 , (2),47.9%
66035,HIGHLAND,KS, 239 , 103 , (136),30.1%
66040,LA CYGNE,KS," 1,377 "," 1,275 ", (102),48.1%
66040,LINN VALLEY,KS, 356 , 305 , (51),46.1%
66042,LANE,KS, 22 , 39 , 17 ,63.9%
66043,LANSING,KS," 3,624 "," 3,782 ", 158 ,51.1%
66044,LAWRENCE,KS," 15,784 "," 12,823 "," (2,961)",44.8%
66046,LAWRENCE,KS," 11,453 "," 9,532 "," (1,921)",45.4%
66047,LAWRENCE,KS," 12,073 "," 10,044 "," (2,029)",45.4%
66048,LEAVENWORTH,KS," 17,027 "," 16,599 ", (428),49.4%
66049,LAWRENCE,KS," 16,704 "," 16,517 ", (187),49.7%
66050,LECOMPTON,KS, 222 , 306 , 84 ,58.0%
66051,OLATHE,KS, 63 , 115 , 52 ,64.6%
66052,LINWOOD,KS, 401 , 642 , 241 ,61.6%
66053,LOUISBURG,KS," 2,572 "," 2,659 ", 87 ,50.8%
66054,MC LOUTH,KS, 765 , 782 , 17 ,50.5%
66056,MOUND CITY,KS, 644 , 717 , 73 ,52.7%
66060,NORTONVILLE,KS, 74 , 77 , 3 ,51.0%
66061,OLATHE,KS," 20,325 "," 22,252 "," 1,927 ",52.3%
66062,OLATHE,KS," 25,691 "," 26,103 ", 412 ,50.4%
66063,OLATHE,KS, 495 , 536 , 41 ,52.0%
66064,OSAWATOMIE,KS," 2,621 "," 2,305 ", (316),46.8%
66066,OSKALOOSA,KS, 888 , 906 , 18 ,50.5%
66067,OTTAWA,KS," 7,909 "," 7,159 ", (750),47.5%
66070,OZAWKIE,KS, 725 , 792 , 67 ,52.2%
66071,PAOLA,KS," 4,098 "," 4,233 ", 135 ,50.8%
66072,PARKER,KS, 34 , 57 , 23 ,62.6%
66073,PERRY,KS, 512 , 712 , 200 ,58.2%
66075,PLEASANTON,KS, 668 , 717 , 49 ,51.8%
66076,POMONA,KS, 681 , 660 , (21),49.2%
66078,PRINCETON,KS, 91 , 77 , (14),45.8%
66079,RANTOUL,KS, 13 , 25 , 12 ,65.8%
66080,RICHMOND,KS, 165 , 131 , (34),44.3%
66083,SPRING HILL,KS," 3,619 "," 4,678 "," 1,059 ",56.4%
66085,OVERLAND PARK,KS," 1,267 "," 1,701 ", 434 ,57.3%
66085,STILWELL,KS," 1,834 "," 2,373 ", 539 ,56.4%
66086,TONGANOXIE,KS," 3,152 "," 3,678 ", 526 ,53.9%
66087,SEVERANCE,KS, 16 , 24 , 8 ,60.0%
66087,TROY,KS, 360 , 344 , (16),48.9%
66088,VALLEY FALLS,KS, 770 , 770 , -   ,50.0%
66090,ELWOOD,KS, 30 , 14 , (16),31.8%
66090,WATHENA,KS, 834 , 827 , (7),49.8%
66092,WELLSVILLE,KS," 1,234 "," 1,238 ", 4 ,50.1%
66094,WHITE CLOUD,KS, 11 , 11 , -   ,50.0%
66095,WILLIAMSBURG,KS, 154 , 150 , (4),49.3%
66097,WINCHESTER,KS, 109 , 36 , (73),24.8%
66101,KANSAS CITY,KS," 4,225 "," 3,680 ", (545),46.6%
66102,KANSAS CITY,KS," 10,254 "," 8,151 "," (2,103)",44.3%
66103,KANSAS CITY,KS," 9,372 "," 6,583 "," (2,789)",41.3%
66104,KANSAS CITY,KS," 8,608 "," 7,785 ", (823),47.5%
66104,KC,KS, 316 , 391 , 75 ,55.3%
66105,KANSAS CITY,KS, 790 , 364 , (426),31.5%
66106,KANSAS CITY,KS," 7,767 "," 6,577 "," (1,190)",45.9%
66109,KANSAS CITY,KS," 9,039 "," 9,707 ", 668 ,51.8%
66110,KANSAS CITY,KS, -   , 33 , 33 ,100.0%
66111,EDWARDSVILLE,KS," 1,230 "," 1,177 ", (53),48.9%
66111,KANSAS CITY,KS," 2,160 "," 1,970 ", (190),47.7%
66112,KANSAS CITY,KS," 7,115 "," 6,204 ", (911),46.6%
66113,EDWARDSVILLE,KS, 409 , 443 , 34 ,52.0%
66113,KANSAS CITY,KS, 12 , 16 , 4 ,57.1%
66117,KANSAS CITY,KS, -   , 107 , 107 ,100.0%
66201,MISSION,KS, 293 , 263 , (30),47.3%
66201,SHAWNEE MISSION,KS, 64 , 53 , (11),45.3%
66201,SHAWNEE MSN,KS, 11 , -   , (11),0.0%
66202,MERRIAM,KS, 549 , 485 , (64),46.9%
66202,MISSION,KS," 8,291 "," 7,239 "," (1,052)",46.6%
66202,OVERLAND PARK,KS, 774 , 761 , (13),49.6%
66202,ROELAND PARK,KS, 193 , 180 , (13),48.3%
66202,SHAWNEE MSN,KS, 269 , 240 , (29),47.2%
66203,MERRIAM,KS, 715 , 631 , (84),46.9%
66203,OVERLAND PARK,KS, 186 , 199 , 13 ,51.7%
66203,SHAWNEE,KS," 7,322 "," 6,869 ", (453),48.4%
66204,MERRIAM,KS, 630 , 578 , (52),47.8%
66204,OVERLAND PARK,KS," 10,397 "," 9,451 ", (946),47.6%
66205,FAIRWAY,KS," 1,534 "," 1,494 ", (40),49.3%
66205,MISSION,KS, 567 , 615 , 48 ,52.0%
66205,ROELAND PARK,KS," 1,870 "," 1,652 ", (218),46.9%
66205,WESTWOOD,KS," 1,182 "," 1,188 ", 6 ,50.1%
66205,WESTWOOD HILLS,KS, 621 , 636 , 15 ,50.6%
66206,LEAWOOD,KS," 2,796 "," 3,323 ", 527 ,54.3%
66206,OVERLAND PARK,KS, 40 , 45 , 5 ,52.9%
66206,PRAIRIE VILLAGE,KS, 213 , 235 , 22 ,52.5%
66207,OVERLAND PARK,KS," 4,580 "," 4,924 ", 344 ,51.8%
66207,PRAIRIE VILLAGE,KS," 1,481 "," 1,558 ", 77 ,51.3%
66208,MISSION HILLS,KS, 601 , 654 , 53 ,52.1%
66208,PRAIRIE VILLAGE,KS," 7,423 "," 7,491 ", 68 ,50.2%
66208,SHAWNEE MISSION,KS, 167 , 187 , 20 ,52.8%
66209,LEAWOOD,KS," 4,022 "," 4,169 ", 147 ,50.9%
66209,OVERLAND PARK,KS," 3,252 "," 3,532 ", 280 ,52.1%
66210,LENEXA,KS, 182 , 175 , (7),49.0%
66210,OVERLAND PARK,KS," 11,109 "," 10,455 ", (654),48.5%
66211,LEAWOOD,KS," 3,984 "," 4,422 ", 438 ,52.6%
66211,OVERLAND PARK,KS, 197 , 209 , 12 ,51.5%
66212,OVERLAND PARK,KS," 16,574 "," 14,828 "," (1,746)",47.2%
66213,OVERLAND PARK,KS," 15,233 "," 14,925 ", (308),49.5%
66214,LENEXA,KS, 142 , 159 , 17 ,52.8%
66214,OVERLAND PARK,KS," 4,760 "," 4,075 ", (685),46.1%
66214,SHAWNEE,KS," 1,584 "," 1,475 ", (109),48.2%
66214,SHAWNEE MISSION,KS, 256 , 214 , (42),45.5%
66215,LENEXA,KS," 10,339 "," 9,634 ", (705),48.2%
66215,OLATHE,KS," 1,420 "," 1,272 ", (148),47.3%
66215,OVERLAND PARK,KS, 765 , 619 , (146),44.7%
66216,LENEXA,KS," 1,118 "," 1,149 ", 31 ,50.7%
66216,SHAWNEE,KS," 6,529 "," 6,661 ", 132 ,50.5%
66217,LAKE QUIVIRA,KS, 535 , 421 , (114),44.0%
66217,SHAWNEE,KS," 2,457 "," 2,338 ", (119),48.8%
66218,SHAWNEE,KS," 2,306 "," 2,680 ", 374 ,53.8%
66219,LENEXA,KS," 9,455 "," 9,484 ", 29 ,50.1%
66220,LENEXA,KS," 2,039 "," 2,473 ", 434 ,54.8%
66221,OVERLAND PARK,KS," 6,328 "," 7,832 "," 1,504 ",55.3%
66223,OVERLAND PARK,KS," 13,165 "," 12,635 ", (530),49.0%
66224,LEAWOOD,KS," 1,595 "," 2,047 ", 452 ,56.2%
66224,OVERLAND PARK,KS," 2,199 "," 2,782 ", 583 ,55.9%
66225,OVERLAND PARK,KS, 185 , 504 , 319 ,73.1%
66225,SHAWNEE MSN,KS, -   , 19 , 19 ,100.0%
66226,SHAWNEE,KS," 3,509 "," 4,283 ", 774 ,55.0%
66227,LENEXA,KS," 1,629 "," 2,477 ", 848 ,60.3%
66227,SHAWNEE,KS, 901 ," 1,481 ", 580 ,62.2%
66227,SHAWNEE MISSION,KS, 124 , 112 , (12),47.5%
66282,OVERLAND PARK,KS, 60 , 193 , 133 ,76.3%
66283,OVERLAND PARK,KS, 92 , 197 , 105 ,68.2%
66283,SHAWNEE MSN,KS, -   , 12 , 12 ,100.0%
66285,LENEXA,KS, 456 , 587 , 131 ,56.3%
66286,SHAWNEE,KS, 22 , 100 , 78 ,82.0%
66401,ALMA,KS, 325 , 330 , 5 ,50.4%
66402,AUBURN,KS, 937 , 918 , (19),49.5%
66403,AXTELL,KS, 33 , -   , (33),0.0%
66406,BEATTIE,KS, -   , 13 , 13 ,100.0%
66408,BERN,KS, 27 , -   , (27),0.0%
66409,BERRYTON,KS, 628 , 749 , 121 ,54.4%
66411,BLUE RAPIDS,KS, 207 , 202 , (5),49.4%
66413,BURLINGAME,KS, 515 , 554 , 39 ,51.8%
66414,CARBONDALE,KS," 1,012 ", 978 , (34),49.1%
66415,CENTRALIA,KS, 24 , 28 , 4 ,53.8%
66416,CIRCLEVILLE,KS, 12 , -   , (12),0.0%
66419,DENISON,KS, 11 , -   , (11),0.0%
66423,ESKRIDGE,KS, 120 , 125 , 5 ,51.0%
66424,EVEREST,KS, 11 , -   , (11),0.0%
66425,FAIRVIEW,KS, 11 , 13 , 2 ,54.2%
66427,FRANKFORT,KS, 146 , 83 , (63),36.2%
66429,GRANTVILLE,KS, 11 , 11 , -   ,50.0%
66431,HARVEYVILLE,KS, 28 , 40 , 12 ,58.8%
66434,HIAWATHA,KS," 2,301 "," 2,093 ", (208),47.6%
66436,HOLTON,KS," 2,243 "," 2,256 ", 13 ,50.1%
66438,HOME,KS, 12 , -   , (12),0.0%
66439,HORTON,KS," 1,067 "," 1,162 ", 95 ,52.1%
66440,HOYT,KS, 368 , 419 , 51 ,53.2%
66441,JUNCTION CITY,KS," 21,901 "," 17,208 "," (4,693)",44.0%
66442,FORT RILEY,KS," 9,720 "," 7,148 "," (2,572)",42.4%
66442,FT RILEY,KS, 484 , 388 , (96),44.5%
66449,LEONARDVILLE,KS, 51 , 25 , (26),32.9%
66451,LYNDON,KS, 635 , 537 , (98),45.8%
66502,MANHATTAN,KS," 39,393 "," 24,186 "," (15,207)",38.0%
66503,MANHATTAN,KS," 10,950 "," 8,481 "," (2,469)",43.6%
66505,MANHATTAN,KS, 445 , 483 , 38 ,52.0%
66506,MANHATTAN,KS, -   , 11 , 11 ,100.0%
66507,MAPLE HILL,KS, 93 , 139 , 46 ,59.9%
66508,MARYSVILLE,KS," 3,085 "," 2,055 "," (1,030)",40.0%
66509,MAYETTA,KS, 733 , 575 , (158),44.0%
66510,MELVERN,KS, 116 , 87 , (29),42.9%
66512,MERIDEN,KS, 883 ," 1,030 ", 147 ,53.8%
66514,MILFORD,KS, 716 , 598 , (118),45.5%
66516,NETAWAKA,KS, 11 , -   , (11),0.0%
66517,OGDEN,KS," 1,510 "," 1,369 ", (141),47.6%
66520,OLSBURG,KS, -   , 11 , 11 ,100.0%
66521,DULUTH,KS, -   , 13 , 13 ,100.0%
66521,ONAGA,KS, 250 , 328 , 78 ,56.7%
66521,WHEATON,KS, 41 , 31 , (10),43.1%
66523,OSAGE CITY,KS," 1,768 "," 1,853 ", 85 ,51.2%
66524,OVERBROOK,KS, 804 , 802 , (2),49.9%
66526,PAXICO,KS, 24 , 11 , (13),31.4%
66528,QUENEMO,KS, 49 , 81 , 32 ,62.3%
66531,RILEY,KS, 226 , 299 , 73 ,57.0%
66532,ROBINSON,KS, 22 , -   , (22),0.0%
66533,ROSSVILLE,KS, 582 , 408 , (174),41.2%
66534,SABETHA,KS," 1,337 "," 1,256 ", (81),48.4%
66535,SAINT GEORGE,KS," 1,177 "," 1,187 ", 10 ,50.2%
66536,SAINT MARYS,KS," 1,177 "," 1,034 ", (143),46.8%
66537,SCRANTON,KS, 189 , 301 , 112 ,61.4%
66538,SENECA,KS," 1,274 "," 1,155 ", (119),47.6%
66539,SILVER LAKE,KS, 798 , 769 , (29),49.1%
66541,SUMMERFIELD,KS, 11 , -   , (11),0.0%
66542,TECUMSEH,KS, 801 , 853 , 52 ,51.6%
66543,VASSAR,KS, 131 , 106 , (25),44.7%
66546,WAKARUSA,KS, 62 , 61 , (1),49.6%
66547,WAMEGO,KS," 3,401 "," 3,399 ", (2),50.0%
66548,MARYSVILLE,KS, -   , 13 , 13 ,100.0%
66548,WATERVILLE,KS, 157 , 128 , (29),44.9%
66549,WESTMORELAND,KS, 324 , 419 , 95 ,56.4%
66550,WETMORE,KS, 11 , -   , (11),0.0%
66554,RANDOLPH,KS, 11 , -   , (11),0.0%
66601,TOPEKA,KS, 338 , 544 , 206 ,61.7%
66603,TOPEKA,KS," 1,381 "," 1,216 ", (165),46.8%
66604,TOPEKA,KS," 14,545 "," 11,760 "," (2,785)",44.7%
66605,TOPEKA,KS," 9,552 "," 8,378 "," (1,174)",46.7%
66606,TOPEKA,KS," 6,969 "," 5,487 "," (1,482)",44.1%
66607,TOPEKA,KS," 4,542 "," 3,638 ", (904),44.5%
66608,TOPEKA,KS," 3,193 "," 3,366 ", 173 ,51.3%
66609,TOPEKA,KS," 4,055 "," 3,921 ", (134),49.2%
66610,TOPEKA,KS," 2,397 "," 2,791 ", 394 ,53.8%
66611,TOPEKA,KS," 5,880 "," 5,042 ", (838),46.2%
66612,TOPEKA,KS," 2,303 "," 1,586 ", (717),40.8%
66614,TOPEKA,KS," 16,919 "," 13,544 "," (3,375)",44.5%
66615,TOPEKA,KS," 1,441 "," 1,448 ", 7 ,50.1%
66616,TOPEKA,KS," 2,152 "," 2,071 ", (81),49.0%
66617,TOPEKA,KS," 2,728 "," 2,751 ", 23 ,50.2%
66618,TOPEKA,KS," 2,775 "," 2,724 ", (51),49.5%
66619,TOPEKA,KS," 2,581 "," 2,020 ", (561),43.9%
66667,TOPEKA,KS, 11 , -   , (11),0.0%
66675,TOPEKA,KS, -   , 57 , 57 ,100.0%
66701,FORT SCOTT,KS," 5,811 "," 5,186 ", (625),47.2%
66710,ALTOONA,KS, 93 , 76 , (17),45.0%
66711,ARCADIA,KS, 23 , 56 , 33 ,70.9%
66712,ARMA,KS," 1,017 ", 814 , (203),44.5%
66713,BAXTER SPRINGS,KS," 2,712 "," 2,303 ", (409),45.9%
66716,BRONSON,KS, 24 , 12 , (12),33.3%
66717,BUFFALO,KS, -   , 11 , 11 ,100.0%
66720,CHANUTE,KS," 5,300 "," 4,797 ", (503),47.5%
66724,CHEROKEE,KS, 119 , 73 , (46),38.0%
66725,COLUMBUS,KS," 2,250 "," 2,131 ", (119),48.6%
66732,ELSMORE,KS, -   , 13 , 13 ,100.0%
66733,ERIE,KS, 602 , 536 , (66),47.1%
66735,FRANKLIN,KS, 40 , 39 , (1),49.4%
66736,FREDONIA,KS," 1,716 "," 1,479 ", (237),46.3%
66738,FULTON,KS, -   , 11 , 11 ,100.0%
66739,GALENA,KS," 2,304 "," 1,947 ", (357),45.8%
66742,GAS,KS, -   , 13 , 13 ,100.0%
66743,GIRARD,KS," 1,713 "," 1,628 ", (85),48.7%
66748,HUMBOLDT,KS, 968 , 916 , (52),48.6%
66749,IOLA,KS," 4,536 "," 3,615 ", (921),44.4%
66751,LA HARPE,KS, 118 , 66 , (52),35.9%
66753,MC CUNE,KS, 143 , 99 , (44),40.9%
66754,MAPLETON,KS, -   , 11 , 11 ,100.0%
66755,MORAN,KS, 374 , 378 , 4 ,50.3%
66756,MULBERRY,KS, 212 , 155 , (57),42.2%
66757,NEODESHA,KS," 1,744 "," 1,555 ", (189),47.1%
66762,PITTSBURG,KS," 16,113 "," 12,329 "," (3,784)",43.3%
66763,FRONTENAC,KS," 1,590 "," 1,351 ", (239),45.9%
66767,PRESCOTT,KS, -   , 11 , 11 ,100.0%
66770,RIVERTON,KS, 191 , 112 , (79),37.0%
66771,SAINT PAUL,KS, 11 , 38 , 27 ,77.6%
66773,SCAMMON,KS, 66 , 34 , (32),34.0%
66776,THAYER,KS, 275 , 136 , (139),33.1%
66777,TORONTO,KS, 59 , 118 , 59 ,66.7%
66779,UNIONTOWN,KS, -   , 12 , 12 ,100.0%
66781,WEIR,KS, 424 , 178 , (246),29.6%
66783,YATES CENTER,KS," 1,103 ", 783 , (320),41.5%
66801,EMPORIA,KS," 17,696 "," 12,736 "," (4,960)",41.9%
66833,ALLEN,KS, 12 , -   , (12),0.0%
66834,ALTA VISTA,KS, 141 , 82 , (59),36.8%
66835,AMERICUS,KS, 148 , 135 , (13),47.7%
66839,BURLINGTON,KS," 1,625 "," 1,601 ", (24),49.6%
66839,NEW STRAWN,KS, 121 , 111 , (10),47.8%
66840,BURNS,KS, 37 , -   , (37),0.0%
66845,COTTONWD FLS,KS, -   , 27 , 27 ,100.0%
66845,COTTONWOOD FALLS,KS, 220 , 167 , (53),43.2%
66846,COUNCIL GROVE,KS," 1,617 "," 1,531 ", (86),48.6%
66849,DWIGHT,KS, 14 , -   , (14),0.0%
66851,FLORENCE,KS, 26 , 22 , (4),45.8%
66852,GRIDLEY,KS, 34 , 25 , (9),42.4%
